
ª–
±–
MerchantId,MerchantCampaignName,DateCreated,DateModified,SKU,Name,Category,Description,Url,OriginalUrl,Image,Image50,Image100,Image120,Image200,Image300,Image400,Price,Brand,Colour,Currency,DeliveryCost,DeliveryTime,Features,Gender,Genre,Keywords,ContentRating,ModelNumber,Platform,PriceRrp,PriceSale,PromoText,Size,StockLevel,SubCategory,Custom1,Custom2,Custom3,Custom4
27280,Bohemian Traders,2016-07-04 15:13:39.647,2019-08-27 01:20:51.370,586,Bohemian Traders Distressed Skinny Jean,Apparel &amp; Accessories &gt; Clothing &gt; Pants,"The Bohemian Traders Distressed Skinny Jean is intentionally cut to flatter and expertly crafted with a healthy hint of stretch - they will fit and sculpt like no other.  - Naty is a size 8, 178cm tall and wears a 26 in our Distressed Skinny Jean and a S in The Body Guard- Fiona is a size 16, 181cm tall and wears a 32 in our Distressed Skinny Jean and an XL the Oversized Deep V Tee    Need help with your sizing? Click here.        - mid rise  - classic five pocket styling  - zippered fly  - 9oz denim with 2% spandex  - sized for a snug fit  - designed to fade  - perfectly distressed  - tapers through leg    ",https://t.cfjump.com/48174/p/23349922,https://bohemiantraders.com/bohemian-traders-distressed-skinny-jean/,https://c.cfjump.com/Products/27280/23349922.jpg,https://c.cfjump.com/Products/27280/23349922@50x50.jpg,https://c.cfjump.com/Products/27280/23349922@100x100.jpg,https://c.cfjump.com/Products/27280/23349922@120x120.jpg,https://c.cfjump.com/Products/27280/23349922@200x200.jpg,https://c.cfjump.com/Products/27280/23349922@300x300.jpg,https://c.cfjump.com/Products/27280/23349922@400x400.jpg,129 AUD,,,,,,,,,,,BT-AW16-DS1,,,,,,,,,,,
27280,Bohemian Traders,2016-07-04 15:13:39.647,2019-05-31 01:22:11.290,691,Bohemian Traders Black Distressed Skinny Jean,Apparel &amp; Accessories &gt; Clothing &gt; Pants,"The Bohemian Traders Distressed Skinny Jean is intentionally cut to flatter and expertly crafted with a healthy hint of stretch - they will fit and sculpt like no other.  Outfit 1: White Oversized Deep V Tee. Model wears size 26.  Outfit 2: Ice Blue Belle Top, The Andie Sunny and Oceanic Tassel Earring. Model wears size 34.  Outift 3: White Oversized Deep V Tee and Gypsy Waterfall Jacket. Model wears size 26      - mid rise  - classic five pocket styling  - zippered fly  - 9oz denim with 2% spandex  - sized for a snug fit  - designed to fade  - perfectly distressed  - tapers through leg  - curve model is 172cm tall and wears size 32      Suits body shapes:  - hourglass / tall / pear / petite / apple / athletic / slender  Suit these occasions:  - casual / everyday / resort / getaway / cocktail hour  &amp;nbsp;  Wear With:  - The Distressed Skinny Jean is a statement piece and wardrobe staple in one and the Bohemian Traders Distressed Denim comes complete with the perfect accent of tears ...",https://t.cfjump.com/48174/p/23349986,https://bohemiantraders.com/bohemian-traders-black-distressed-skinny-jean/,https://c.cfjump.com/Products/27280/23349986.jpg,https://c.cfjump.com/Products/27280/23349986@50x50.jpg,https://c.cfjump.com/Products/27280/23349986@100x100.jpg,https://c.cfjump.com/Products/27280/23349986@120x120.jpg,https://c.cfjump.com/Products/27280/23349986@200x200.jpg,https://c.cfjump.com/Products/27280/23349986@300x300.jpg,https://c.cfjump.com/Products/27280/23349986@400x400.jpg,129 AUD,,,,,,,female,,,,BT-AW16-DS2,,,,,,,,,,,
27280,Bohemian Traders,2016-07-29 02:05:38.507,2019-08-05 01:23:12.840,371,Classic Swing Tee in Stripe,Apparel &amp; Accessories &gt; Clothing &gt; Shirts &amp; Tops,"Bold stripes are the key to a stylish off duty wardrobe. Bohemian Traders Striped Tee has a swing silhouette and vintage inspired ribbed neckline.  - Jax is a size 8 (D cup), 180cm tall and wears a S in our Classic Swing Tee in Stripe and a 28 in the White Cut Off Denim Short - Fiona is a size 16 (D cup), 181cm tall and wears an XL in our Classic Swing Tee in Stripe  Need help with your sizing? Click here.      - classic tee ribbed neckline  - swing style cut  - the perfect cotton stretch fabric  - cold machine wash      Suits body shapes:  - pear / athletic / apple / hourglass / petite  Suit these occasions:  - casual / everyday / travel  &amp;nbsp;  Wear With:  - team this easy wearing favourite with your denim cut offs and a cute sneaker for the perfect summer combo  ",https://t.cfjump.com/48174/p/24514240,https://bohemiantraders.com/classic-swing-tee-in-stripe/,https://c.cfjump.com/Products/27280/24514240.jpg,https://c.cfjump.com/Products/27280/24514240@50x50.jpg,https://c.cfjump.com/Products/27280/24514240@100x100.jpg,https://c.cfjump.com/Products/27280/24514240@120x120.jpg,https://c.cfjump.com/Products/27280/24514240@200x200.jpg,https://c.cfjump.com/Products/27280/24514240@300x300.jpg,https://c.cfjump.com/Products/27280/24514240@400x400.jpg,59 AUD,,,,,,,female,,,,BT-SS17-02 STRIPE,,,,,,,,,,,
27280,Bohemian Traders,2016-07-29 02:05:38.507,2019-08-23 01:27:11.763,802,Bohemian Traders Dark Wash Distressed Skinny Jean,Apparel &amp; Accessories &gt; Clothing &gt; Pants,"The Bohemian Traders Distressed Skinny Jean is intentionally cut to flatter and expertly crafted with a healthy hint of stretch - they will fit and sculpt like no other.  Outfit 1: White Oversized Deep V Tee. Model wears size 26.  Outfit 2: Classic Singlet in White, Boathouse Waterfall Jacket, Navy Blazer, The Lucy Sunny and Oceanic Tassel Earring. Model wears size 34.      - mid rise  - classic five pocket styling  - zippered fly  - 9oz denim with 2% spandex  - sized for a snug fit  - designed to fade  - perfectly distressed  - tapers through leg  - curve model is 172cm tall and wears size 32      Suits body shapes:  - hourglass / athletic / petite / pear / tall / apple / Slender  Suit these occasions:  - casual / everyday / resort / getaway / cockail hour  &amp;nbsp;  Wear With:  - The Distressed Skinny Jean is a statement piece and wardrobe staple in one and the Bohemian Traders Distressed Denim comes complete with the perfect accent of tears and freys. Sitting slightly higher on the...",https://t.cfjump.com/48174/p/24514242,https://bohemiantraders.com/bohemian-traders-dark-wash-distressed-skinny-jean/,https://c.cfjump.com/Products/27280/24514242.jpg,https://c.cfjump.com/Products/27280/24514242@50x50.jpg,https://c.cfjump.com/Products/27280/24514242@100x100.jpg,https://c.cfjump.com/Products/27280/24514242@120x120.jpg,https://c.cfjump.com/Products/27280/24514242@200x200.jpg,https://c.cfjump.com/Products/27280/24514242@300x300.jpg,https://c.cfjump.com/Products/27280/24514242@400x400.jpg,129 AUD,,,,,,,,,,,BT-AW16-DS1 DARK WASH,,,,,,,,,,,
27280,Bohemian Traders,2016-08-03 02:06:41.363,2019-08-05 01:23:12.840,768,Classic Swing Tee in Black,Apparel &amp; Accessories &gt; Clothing &gt; Shirts &amp; Tops,"Classic tee with a swing silhouette and vintage inspired ribbed neckline.  - Jax is a size 8 (D cup), 180cm tall and wears a 28 in our White Cut Off Denim Short and a S in the Classic Swing Tee in Black Need help with your sizing? Click here.      - classic tee ribbed neckline  - swing style cut  - the perfect cotton stretch fabric  - cold machine wash      Suits body shapes:  - round middle  - large bust  - small bust  - round arms  Suit these occasions:  - casual &amp;amp; everyday  - travel &amp;amp; holiday  Wear With:  - team this easy wearing favourite with your denim cut offs and a cute sneaker for the perfect summer combo  ",https://t.cfjump.com/48174/p/24631310,https://bohemiantraders.com/classic-swing-tee-in-black/,https://c.cfjump.com/Products/27280/24631310.jpg,https://c.cfjump.com/Products/27280/24631310@50x50.jpg,https://c.cfjump.com/Products/27280/24631310@100x100.jpg,https://c.cfjump.com/Products/27280/24631310@120x120.jpg,https://c.cfjump.com/Products/27280/24631310@200x200.jpg,https://c.cfjump.com/Products/27280/24631310@300x300.jpg,https://c.cfjump.com/Products/27280/24631310@400x400.jpg,59 AUD,,Black,,,,,female,,,Stretch Cotton,BT-SS16-060 Black,,,,,XXS - XXXL,,,,,,
27280,Bohemian Traders,2016-08-03 02:06:41.363,2019-08-05 01:23:12.840,769,Classic Swing Tee in White,Apparel &amp; Accessories &gt; Clothing &gt; Shirts &amp; Tops,"Classic tee with a swing silhouette and vintage inspired ribbed neckline.  - Jax is a size 8 (D cup), 180cm tall and wears a S in our Classic Swing Tee in White and a 28 in the Elasticised Denim Short - Fiona is a size 16 (D cup), 181cm tall and wears an XL in our Classic Swing Tee in White  Need help with your sizing? Click here.      - classic tee ribbed neckline  - swing style cut  - the perfect cotton stretch fabric  - cold machine wash      Suits body shapes:  - round middle  - large bust  - small bust  - round arms  Suit these occasions:  - casual &amp;amp; everyday  - travel &amp;amp; holiday  Wear With:  - team this easy wearing favourite with your denim cut offs and a cute sneaker for the perfect summer combo  ",https://t.cfjump.com/48174/p/24631311,https://bohemiantraders.com/classic-swing-tee-in-white/,https://c.cfjump.com/Products/27280/24631311.jpg,https://c.cfjump.com/Products/27280/24631311@50x50.jpg,https://c.cfjump.com/Products/27280/24631311@100x100.jpg,https://c.cfjump.com/Products/27280/24631311@120x120.jpg,https://c.cfjump.com/Products/27280/24631311@200x200.jpg,https://c.cfjump.com/Products/27280/24631311@300x300.jpg,https://c.cfjump.com/Products/27280/24631311@400x400.jpg,59 AUD,,White,,,,,female,,,Stretch Cotton,BT-SS16-060 White,,,,,XXS - XXXL,,,,,,
27280,Bohemian Traders,2017-01-20 00:41:08.210,2019-08-23 01:27:11.763,854,Throwback Straight Leg Jean in White,Apparel &amp; Accessories &gt; Clothing &gt; Pants,"NOTE: THIS IS A FINAL CLEARANCE ITEM  Meet the Throwback Jean - the Bohemian Traders version of the &#039;Mom Jean&#039;. We&#039;ve taken this trend and re-invented it just for you. Cut from 10 ounce rigid denim, mid rise and perfectly distressed. This wear anywhere style will take you from day to night with ease.      - bleached white wash  - mid-rise  - 10oz rigid denim  - button down fly  - relaxed fit  - raw hem  - perfectly distressed  - cold machine wash  - wear them in, love them for life  - model is 177cm and wears size 26  - curve model is 172cm tall and wears size 32    ",https://t.cfjump.com/48174/p/34184537,https://bohemiantraders.com/throwback-straight-leg-jean-in-white/,https://c.cfjump.com/Products/27280/34184537.jpg,https://c.cfjump.com/Products/27280/34184537@50x50.jpg,https://c.cfjump.com/Products/27280/34184537@100x100.jpg,https://c.cfjump.com/Products/27280/34184537@120x120.jpg,https://c.cfjump.com/Products/27280/34184537@200x200.jpg,https://c.cfjump.com/Products/27280/34184537@300x300.jpg,https://c.cfjump.com/Products/27280/34184537@400x400.jpg,79 AUD,,,,,,,,,,,BT-AW17D-06 WHITE,,,,,,,,,,,
27280,Bohemian Traders,2017-01-20 00:41:08.210,2019-08-23 01:27:11.763,855,Throwback Straight Leg Jean in Black,Apparel &amp; Accessories &gt; Clothing &gt; Pants,"NOTE: THIS IS A FINAL CLEARANCE ITEM  Meet the Throwback Jean - the Bohemian Traders version of the &#039;Mom Jean&#039;. We&#039;ve taken this trend and re-invented it just for you. Cut from 10 ounce rigid denim, mid rise and perfectly distressed. This wear anywhere style will take you from day to night with ease.      - garment dyed black  - mid-rise  - 10oz rigid denim  - button down fly  - relaxed fit  - raw hem  - designed to fade  - perfectly distressed  - cold machine wash  - wear them in, love them for life  - model is 177cm and wears size 26  - curve model is 172cm tall and wears size 32    ",https://t.cfjump.com/48174/p/34184538,https://bohemiantraders.com/throwback-straight-leg-jean-in-black/,https://c.cfjump.com/Products/27280/34184538.jpg,https://c.cfjump.com/Products/27280/34184538@50x50.jpg,https://c.cfjump.com/Products/27280/34184538@100x100.jpg,https://c.cfjump.com/Products/27280/34184538@120x120.jpg,https://c.cfjump.com/Products/27280/34184538@200x200.jpg,https://c.cfjump.com/Products/27280/34184538@300x300.jpg,https://c.cfjump.com/Products/27280/34184538@400x400.jpg,79 AUD,,,,,,,,,,,BT-AW17D-06 BLACK,,,,,,,,,,,
27280,Bohemian Traders,2017-01-20 00:41:08.210,2019-08-24 01:28:41.387,859,High Waisted Skinny Jean in Dark Wash,Apparel &amp; Accessories &gt; Clothing &gt; Pants,"If you love our best selling Distressed Skinny Jean, you&#039;ll love these. Higher in the rise for that all important slim silhouette and lean through the leg to keep your look sleek.  Outfit 1: White Oversized Deep V Tee. Model wears size 26.  Outfit 2: Natural Marigold Ruffle Top, White Blazer, The Lucy Sunny and Peach Tassel Earring. Model wears size 34.  Outfit 3: White Oversized Deep Tee and Bohemian Traders White Denim Jacket. Model wears size 26.      - high rise  - zippered fly  - classic five pocket styling  - 8oz denim with 2% spandex  - size for a snug fit  - designed to fade  - slash feature to knee  - tapers through leg  - cold machine wash  - model is 177cm and wears size 28  - curve model is 172cm tall and wears size 32    ",https://t.cfjump.com/48174/p/34184542,https://bohemiantraders.com/high-waisted-skinny-jean-in-dark-wash/,https://c.cfjump.com/Products/27280/34184542.jpg,https://c.cfjump.com/Products/27280/34184542@50x50.jpg,https://c.cfjump.com/Products/27280/34184542@100x100.jpg,https://c.cfjump.com/Products/27280/34184542@120x120.jpg,https://c.cfjump.com/Products/27280/34184542@200x200.jpg,https://c.cfjump.com/Products/27280/34184542@300x300.jpg,https://c.cfjump.com/Products/27280/34184542@400x400.jpg,79.95 AUD,,,,,,,,,,,BT-AW17D-01 DARK,,,79.95 AUD,,,,,,,,
27280,Bohemian Traders,2017-01-20 00:41:08.210,2019-08-30 01:27:20.463,860,High Waisted Skinny Jean in Light Wash,Apparel &amp; Accessories &gt; Clothing &gt; Pants,"If you love our best selling Distressed Skinny Jean, you&#039;ll love these. Higher in the rise for that all important slim silhouette and lean through the leg to keep your look sleek.  Outfit 1: White Oversized Deep V Tee. Model wears size 26.  Outfit 2: Musk Frida Top, The Lucy Sunny and Raspberry Tassel Earring. Model wears size 34.  Outfit 3: White Oversized Deep V Tee and Khaki Blazer. Model wears size 26.      - high rise  - zippered fly  - classic five pocket styling  - 8oz denim with 2% spandex  - size for a snug fit  - designed to fade  - slash feature to knee  - tapers through leg  - cold machine wash  - model is 177cm and wears size 28  - curve model is 172cm tall and wears size 32    ",https://t.cfjump.com/48174/p/34184543,https://bohemiantraders.com/high-waisted-skinny-jean-in-light-wash/,https://c.cfjump.com/Products/27280/34184543.jpg,https://c.cfjump.com/Products/27280/34184543@50x50.jpg,https://c.cfjump.com/Products/27280/34184543@100x100.jpg,https://c.cfjump.com/Products/27280/34184543@120x120.jpg,https://c.cfjump.com/Products/27280/34184543@200x200.jpg,https://c.cfjump.com/Products/27280/34184543@300x300.jpg,https://c.cfjump.com/Products/27280/34184543@400x400.jpg,79.95 AUD,,,,,,,,,,,BT-AW17D-01 LIGHT,,,79.95 AUD,,,,,,,,
