
ÛUÓUMerchantId,MerchantCampaignName,DateCreated,DateModified,SKU,Name,Category,Description,Url,OriginalUrl,Image,Image50,Image100,Image120,Image200,Image300,Image400,Price,Brand,Colour,Currency,DeliveryCost,DeliveryTime,Features,Gender,Genre,Keywords,ContentRating,ModelNumber,Platform,PriceRrp,PriceSale,PromoText,Size,StockLevel,SubCategory,Custom1,Custom2,Custom3,Custom4
54131,624 Memory Foam Mattresses,2018-05-29 13:15:41.780,2019-02-20 00:30:10.653,woocommerce_gpf_2899,Memory Foam Mattress - King - By 624,Furniture > Beds & Accessories > Mattresses,"Put an end to the sleepless nights!
With the 624 package, you'll get MORE for LESS. 
<strong>
1. Our amazing king 624 memory foam mattress - flip it and choose your level of comfort!
2. TWO bonus pillows 
3. A high-quality cotton sheet set (flat sheet, fitted sheet, and two pillowcases)
</strong>",https://t.cfjump.com/48174/p/58142467,https://624.com.au/product/mattress/?attribute_size=King,https://c.cfjump.com/Products/54131/58142467.jpg,https://c.cfjump.com/Products/54131/58142467@50x50.jpg,https://c.cfjump.com/Products/54131/58142467@100x100.jpg,https://c.cfjump.com/Products/54131/58142467@120x120.jpg,https://c.cfjump.com/Products/54131/58142467@200x200.jpg,https://c.cfjump.com/Products/54131/58142467@300x300.jpg,https://c.cfjump.com/Products/54131/58142467@400x400.jpg,1299.00 AUD,,,,,,,,,,,,,,999.00 AUD,,,in stock,,10.39368 in,79.9211 in,72.0471 in,
54131,624 Memory Foam Mattresses,2018-05-29 13:15:41.780,2019-02-20 00:30:10.653,woocommerce_gpf_2900,Memory Foam Mattress - Queen - By 624,Furniture > Beds & Accessories > Mattresses,"Put an end to the sleepless nights!
With the 624 package, you'll get MORE for LESS. 
<strong>
1. Our amazing queen 624 memory foam mattress - flip it and choose your level of comfort!
2. TWO bonus pillows 
3. A high-quality cotton sheet set (flat sheet, fitted sheet, and two pillowcases)
</strong>",https://t.cfjump.com/48174/p/58142468,https://624.com.au/product/mattress/?attribute_size=Queen,https://c.cfjump.com/Products/54131/58142468.jpg,https://c.cfjump.com/Products/54131/58142468@50x50.jpg,https://c.cfjump.com/Products/54131/58142468@100x100.jpg,https://c.cfjump.com/Products/54131/58142468@120x120.jpg,https://c.cfjump.com/Products/54131/58142468@200x200.jpg,https://c.cfjump.com/Products/54131/58142468@300x300.jpg,https://c.cfjump.com/Products/54131/58142468@400x400.jpg,1199.00 AUD,,,,,,,,,,,,,,899.00 AUD,,,in stock,,10.39368 in,79.9211 in,60.2361 in,
54131,624 Memory Foam Mattresses,2018-05-29 13:15:41.780,2019-02-20 00:30:10.653,woocommerce_gpf_2901,Memory Foam Mattress - Double - By 624,Furniture > Beds & Accessories > Mattresses,"Put an end to the sleepless nights!
With the 624 package, you'll get MORE for LESS. 
<strong>
1. Our amazing double 624 memory foam mattress - flip it and choose your level of comfort!
2. TWO bonus pillows 
3. A high-quality cotton sheet set (flat sheet, fitted sheet, and two pillowcases)
</strong>",https://t.cfjump.com/48174/p/58142469,https://624.com.au/product/mattress/?attribute_size=Double,https://c.cfjump.com/Products/54131/58142469.jpg,https://c.cfjump.com/Products/54131/58142469@50x50.jpg,https://c.cfjump.com/Products/54131/58142469@100x100.jpg,https://c.cfjump.com/Products/54131/58142469@120x120.jpg,https://c.cfjump.com/Products/54131/58142469@200x200.jpg,https://c.cfjump.com/Products/54131/58142469@300x300.jpg,https://c.cfjump.com/Products/54131/58142469@400x400.jpg,1099.00 AUD,,,,,,,,,,,,,,799.00 AUD,,,in stock,,10.39368 in,74.0156 in,54.3306 in,
54131,624 Memory Foam Mattresses,2018-05-29 13:15:41.780,2019-02-20 00:30:10.653,woocommerce_gpf_2902,Memory Foam Mattress - King Single - By 624,Furniture > Beds & Accessories > Mattresses,"Put an end to the sleepless nights!
With the 624 package, you'll get MORE for LESS. 
<strong>
1. Our amazing king single 624 memory foam mattress - flip it and choose your level of comfort!
2. TWO bonus pillows 
3. A high-quality cotton sheet set (flat sheet, fitted sheet, and two pillowcases)
</strong>",https://t.cfjump.com/48174/p/58142470,https://624.com.au/product/mattress/?attribute_size=King+Single,https://c.cfjump.com/Products/54131/58142470.jpg,https://c.cfjump.com/Products/54131/58142470@50x50.jpg,https://c.cfjump.com/Products/54131/58142470@100x100.jpg,https://c.cfjump.com/Products/54131/58142470@120x120.jpg,https://c.cfjump.com/Products/54131/58142470@200x200.jpg,https://c.cfjump.com/Products/54131/58142470@300x300.jpg,https://c.cfjump.com/Products/54131/58142470@400x400.jpg,999.00 AUD,,,,,,,,,,,,,,699.00 AUD,,,in stock,,10.39368 in,79.9211 in,42.1259 in,
54131,624 Memory Foam Mattresses,2018-05-29 13:15:41.780,2019-02-20 00:30:10.653,woocommerce_gpf_2903,Memory Foam Mattress - Single - By 624,Furniture > Beds & Accessories > Mattresses,"Put an end to the sleepless nights!
With the 624 package, you'll get MORE for LESS. 
<strong>
1. Our amazing single 624 memory foam mattress - flip it and choose your level of comfort!
2. TWO bonus pillows 
3. A high-quality cotton sheet set (flat sheet, fitted sheet, and two pillowcases)
</strong>",https://t.cfjump.com/48174/p/58142471,https://624.com.au/product/mattress/?attribute_size=Single,https://c.cfjump.com/Products/54131/58142471.jpg,https://c.cfjump.com/Products/54131/58142471@50x50.jpg,https://c.cfjump.com/Products/54131/58142471@100x100.jpg,https://c.cfjump.com/Products/54131/58142471@120x120.jpg,https://c.cfjump.com/Products/54131/58142471@200x200.jpg,https://c.cfjump.com/Products/54131/58142471@300x300.jpg,https://c.cfjump.com/Products/54131/58142471@400x400.jpg,899.00 AUD,,,,,,,,,,,,,,599.00 AUD,,,in stock,,10.39368 in,74.0156 in,36.2204 in,
54131,624 Memory Foam Mattresses,2019-11-12 01:52:03.370,2019-11-13 01:52:31.370,woocommerce_gpf_5055,Memory Foam Mattress - King - By 624,Furniture > Beds & Accessories > Mattresses,"Put an end to the sleepless nights these holidays!
With our 624 Holiday package deal, you'll get MORE for LESS. 
<strong>
1. Our amazing king 624 memory foam mattress - flip it and choose your level of comfort!
2. Add three of any size to your cart...
3. Get the cheapest for FREE!
</strong>",https://t.cfjump.com/48174/p/95825906,https://624.com.au/product/624-holiday-special/?attribute_size=King,https://c.cfjump.com/Products/54131/95825906.jpg,https://c.cfjump.com/Products/54131/95825906@50x50.jpg,https://c.cfjump.com/Products/54131/95825906@100x100.jpg,https://c.cfjump.com/Products/54131/95825906@120x120.jpg,https://c.cfjump.com/Products/54131/95825906@200x200.jpg,https://c.cfjump.com/Products/54131/95825906@300x300.jpg,https://c.cfjump.com/Products/54131/95825906@400x400.jpg,1299.00 AUD,,,,,,,,,,,,,,999.00 AUD,,,in stock,,10.39368 in,79.9211 in,72.0471 in,
54131,624 Memory Foam Mattresses,2019-11-12 01:52:03.370,2019-11-13 01:52:31.370,woocommerce_gpf_5056,Memory Foam Mattress - Queen - By 624,Furniture > Beds & Accessories > Mattresses,"Put an end to the sleepless nights these holidays!
With our 624 Holiday package deal, you'll get MORE for LESS. 
<strong>
1. Our amazing king 624 memory foam mattress - flip it and choose your level of comfort!
2. Add three of any size to your cart...
3. Get the cheapest for FREE!
</strong>",https://t.cfjump.com/48174/p/95825907,https://624.com.au/product/624-holiday-special/?attribute_size=Queen,https://c.cfjump.com/Products/54131/95825907.jpg,https://c.cfjump.com/Products/54131/95825907@50x50.jpg,https://c.cfjump.com/Products/54131/95825907@100x100.jpg,https://c.cfjump.com/Products/54131/95825907@120x120.jpg,https://c.cfjump.com/Products/54131/95825907@200x200.jpg,https://c.cfjump.com/Products/54131/95825907@300x300.jpg,https://c.cfjump.com/Products/54131/95825907@400x400.jpg,1199.00 AUD,,,,,,,,,,,,,,899.00 AUD,,,in stock,,10.39368 in,79.9211 in,60.2361 in,
54131,624 Memory Foam Mattresses,2019-11-12 01:52:03.370,2019-11-13 01:52:31.370,woocommerce_gpf_5057,Memory Foam Mattress - Double - By 624,Furniture > Beds & Accessories > Mattresses,"Put an end to the sleepless nights these holidays!
With our 624 Holiday package deal, you'll get MORE for LESS. 
<strong>
1. Our amazing king 624 memory foam mattress - flip it and choose your level of comfort!
2. Add three of any size to your cart...
3. Get the cheapest for FREE!
</strong>",https://t.cfjump.com/48174/p/95825908,https://624.com.au/product/624-holiday-special/?attribute_size=Double,https://c.cfjump.com/Products/54131/95825908.jpg,https://c.cfjump.com/Products/54131/95825908@50x50.jpg,https://c.cfjump.com/Products/54131/95825908@100x100.jpg,https://c.cfjump.com/Products/54131/95825908@120x120.jpg,https://c.cfjump.com/Products/54131/95825908@200x200.jpg,https://c.cfjump.com/Products/54131/95825908@300x300.jpg,https://c.cfjump.com/Products/54131/95825908@400x400.jpg,1099.00 AUD,,,,,,,,,,,,,,799.00 AUD,,,in stock,,10.39368 in,74.0156 in,54.3306 in,
54131,624 Memory Foam Mattresses,2019-11-12 01:52:03.370,2019-11-13 01:52:31.370,woocommerce_gpf_5058,Memory Foam Mattress - King Single - By 624,Furniture > Beds & Accessories > Mattresses,"Put an end to the sleepless nights these holidays!
With our 624 Holiday package deal, you'll get MORE for LESS. 
<strong>
1. Our amazing king 624 memory foam mattress - flip it and choose your level of comfort!
2. Add three of any size to your cart...
3. Get the cheapest for FREE!
</strong>",https://t.cfjump.com/48174/p/95825909,https://624.com.au/product/624-holiday-special/?attribute_size=King+Single,https://c.cfjump.com/Products/54131/95825909.jpg,https://c.cfjump.com/Products/54131/95825909@50x50.jpg,https://c.cfjump.com/Products/54131/95825909@100x100.jpg,https://c.cfjump.com/Products/54131/95825909@120x120.jpg,https://c.cfjump.com/Products/54131/95825909@200x200.jpg,https://c.cfjump.com/Products/54131/95825909@300x300.jpg,https://c.cfjump.com/Products/54131/95825909@400x400.jpg,999.00 AUD,,,,,,,,,,,,,,699.00 AUD,,,in stock,,10.39368 in,79.9211 in,42.1259 in,
54131,624 Memory Foam Mattresses,2019-11-12 01:52:03.370,2019-11-13 01:52:31.370,woocommerce_gpf_5059,Memory Foam Mattress - Single - By 624,Furniture > Beds & Accessories > Mattresses,"Put an end to the sleepless nights these holidays!
With our 624 Holiday package deal, you'll get MORE for LESS. 
<strong>
1. Our amazing king 624 memory foam mattress - flip it and choose your level of comfort!
2. Add three of any size to your cart...
3. Get the cheapest for FREE!
</strong>",https://t.cfjump.com/48174/p/95825910,https://624.com.au/product/624-holiday-special/?attribute_size=Single,https://c.cfjump.com/Products/54131/95825910.jpg,https://c.cfjump.com/Products/54131/95825910@50x50.jpg,https://c.cfjump.com/Products/54131/95825910@100x100.jpg,https://c.cfjump.com/Products/54131/95825910@120x120.jpg,https://c.cfjump.com/Products/54131/95825910@200x200.jpg,https://c.cfjump.com/Products/54131/95825910@300x300.jpg,https://c.cfjump.com/Products/54131/95825910@400x400.jpg,899.00 AUD,,,,,,,,,,,,,,599.00 AUD,,,in stock,,10.39368 in,74.0156 in,36.2204 in,
